54,"I would come down like a ton of bricks on imprecise ensemble, where others would readily accept the fault if the interpretation was up to it.",negative
55,For crying out loud.,negative
56,"I read the paper and I saw a glow worm in it, so I cut it out and gave it to him and he stuck it up in the factory.",other
58,"Do not mention them, they would eat you alive.",negative
59,"He was fit to be tied when I separated from Hugh, and he seems to blame me for the whole thing.",negative
62,"Don't fly off the handle, Ma.",negative
63,I suppose you're planning to make me foam at the mouth and gabble in obsolete tongues.,negative
65,But notice kick the bucket appears as a verb phrase.,other
68,It would get on my nerves.,negative
69,Oh will you give it a rest.,negative
73,"Now though, the gloves are off.",negative
74,"Just as he will not tolerate questions about his private life, so he will also go ballistic if bureacrats attempt to meddle in his creative decisions.",negative
75,Now don't go off the deep end.,other
77,Old Stevenson would go spare if he knew.,negative
79,"Yeah, it's good riddance, probably.",negative
80,Vegetarianism is purely a matter of choice and there's no people that harp on about you shouldn't eat meat.,negative
82,Some got extremely hot under the collar about it.,negative
84,"All right, don't jump down my throat.",negative
85,When someone tells you the answer you kick yourself.,negative
89,It is not particularly to make a song and dance about it.,negative
90,"So I mean you, you just mind your own business.",negative
91,"Both sides, as so often in such debates, generated more heat than light.",negative
92,Emily has a quick temper.,negative
93,You normally go in and rant and rave.,negative
94,Was it going to be a rap on the knuckles for quality?,negative
96,"She could scream blue murder, but half an hour later would be the life of a dinner party, for she was very vain and never missed a chance to show herself off.",negative
97,He already said he could see red and green.,other
98,"Yanto, who would do anything for anybody who asked him nicely, also had a very short fuse when it came to insults.",other
101,It's steamed up between the layers is that what you're looking at.,other
103,That's what'd stick in my throat.,negative
107,"Because I like you, Breeze, and it makes my blood boil to think of you slaving away as you do.",negative
108,"An eighteen year old married an eighty one year old, now that is going too far.",negative
109,Well you'll take the biscuit out of the Wednesday thing won't you?,other
110,Surrealism was definitely the last straw.,negative
111,"He was just about to throw a wobbly, surely the sales department should be dealing with this.",negative
113,I know you are too stupid to understand this but I will talk slowly and loudly and hope that you won't try my patience too far.,negative
114,Obviously you're annoyed about that letter you received - but that doesn't give you the right to vent your spleen on me.,negative
117,Yanto waited for a reply to his offer with bated breath.,negative
119,"The slightest skirl of the pipes makes the retired cleaner go weak at the knees, break out in a cold sweat and shake uncontrollably.",negative
120,"Because he was a bundle of nerves, he couldn't keep still.",negative
123,Hopping about like a cat on hot bricks when a little reasoned thought would serve you better.,negative
126,"The line was plucking nicely through my fingers and, with my heart in my mouth, I wound the pick up in and struck.",negative
129,"Hold your breath and push, seems to work on me.",other
131,But then it's probably a case of ignorance is bliss.,other
134,He says you have to have nerves of steel.,positive
135,"Oh that's better, got some pins and needles in my  knees.",positive
139,"It was just really terrible, I mean at first I was just scared stiff that I  couldn't enjoy the dance on Sunday.",negative
141,So these are hung on tenterhooks directly hammered straight into the wall.,other
142,Tongue tied.,negative
144,I'm at my wits end.,negative
145,"Ants in your pants, darling?",positive
148,"Once it was known that Terry Gill was wanted for questioning, a young constable who knew him, all bright eyed and bushy tailed, pointed out that his van had been parked in the car-park all day within fifty yards of the Incident Room.",positive
149,Cause a stir if nothing else wouldn't it?,negative
151,"Fred Klepner had been in and out of both Mark's and Pat Muldoon's offices, which were only a few yards apart, like an eager beaver.",positive
153,He had me on the edge of my seat a couple of times.,other
154,His performance at fever pitch.,positive
156,I shall go the extra mile.,positive
157,Hold your horses then Mr Curtis.,other
158,"A bit further, give us a smile, lick your lips, Gilly.",positive
159,"To begin with I found it almost too much to take on board, but it was all extremely thought-provoking and I had to make a decision to put my heart into it or not to bother at all.",positive
160,So I can't go away in the autumn now cos that's just when everybody starts raring to go and wanting to get started on next year's programme.,negative
162,"And it is I, not you, who must bear the brunt of it.",negative
163,It's got nothing to do with the fact that he got bent out of shape at an early age and has been shaping laughs out of the kinks ever since.,other
164,"How dare you do thing like that, you know, you're sort of, you, you just can't, you're almost beside yourself, as you're trying to use up all that adrenaline, all that energy that's poured into your body as you try to help that child across the road, knowing in actual fact you can't.",negative
165,"But I was, I was bored to tears.",negative
168,You've got a chip on your shoulder about James.,negative
169,I didn't know I could have such a good time so close to home.,positive
170,"The leisurewear industry would come apart at the seams, literally, without this indispensable fastening.",negative
172,"Lexandro felt cut to the quick, and wished he could kill this impertinent if perceptive Sergeant.",negative
173,Yeah it is deep down isn't it?,other
174,"He waited to be instructed, what else a Rifleman could do to be less like a fish out of water in a battalion of Grenadiers.",negative
175,"In a fit of pique, she'd included some wild canvases in the last show.",negative
176,"Well despite that freudian slip there, no they don't take problem owners.",other
178,Try to get a grip on yourself and tell me about it.,negative
179,You could get it out of your system.,other
180,Jane could not get worked up about any car.,positive
181,"How did he go to pieces, when you say he went to pieces?",negative
182,I groan inwardly at the prospect of a night playing Happy Families with a bunch of desk-jockeys and number-crunchers.,negative
183,"Both of them were breathing hard, such a hurry and scramble of lips, hands, such a heat inside and between them, he stuffed one small breast into his mouth and then the other, giving her the same churn of astonished guilty pleasure as when she lay on her bed in the afternoons and read the forbidden books she smuggled home from the library.",positive
184,"So I go, have a job to find it he just looks at me hard as nails.",negative
185,"Two weeks on perfect sand in sunshine nine to five; she'd returned with an all-over tan feeling wonderful and hey presto, head over heels in love with Astrid.",positive
186,I wonder what's brought this change of heart?,other
188,"To fight for King and Country; to keep a stiff upper lip and a devil-may-care sangfroid, no matter if he were scared shitless.",other
189,"I was, as a newly arrived curate, somewhat taken aback and went home to lick my wounds.",negative
190,"Look on the bright side, you managed two more than I did.",positive
192,Did you have a lump in your throat?,negative
195,I have very mixed feelings about it.,negative
196,"No hard feelings, darling, so nice you're getting married?",positive
198,"Since immigrants from hot countries have settled here for generations, surviving the cold, icy blast, the hybrid English, with the blood of many nations in their veins will not turn a hair at the cooler climate or the cooler neighbours.",other
199,"Now that's a quick fix and hasn't cost anything, hasn't put anybody's nose out of joint.",positive
200,Why open old wounds?,negative
202,"Not only are characters within the tale likened to animals for instance the miller, proud as a peacock, with his skull.",positive
203,"Yeah, pleased as punch.",positive
206,Time to plan a dumpbin and regain my composure.,other
207,"But really, what, all they wanted to do was save face from the hospital because it wasn't our fault.",negative
208,"The reason why I have a soft spot for this notebook, he wrote.",positive
209,"But her silence, and her eyebrows, speak volumes.",other
210,"We let off steam in graffiti, vandalism and football hooliganism.",other
211,The windows upstairs are all steamed up.,other
212,"He won't eat dumplings, if he sees dumplings in a stew he'll puke.",negative
215,Come clean Steve. Swallow your pride.,negative
216,He doesn't come and whisper sweet nothings in our ears.,negative
217,"Mind you, when I was skivvying for that Brixton fam'ly, the head of the fam'ly didn't' alf take a fancy to me.",positive
218,Providing the income you will need after you stop work can take a load off your mind.,positive
219,Don't tear your hair out.,negative
220,"Rather than wear your heart on your sleeve, you keep it under your hat.",other
222,So these are hangings erm hung on tenterhooks directly hammered straight into the wall.,other
223,"Miss H. is no more a lesbian than you are, so stop being silly and just thank your lucky stars that she's teaching Constance so much.",negative
225,"Those two lassies, they think the world of you.",positive
226,"You're unusually well informed,' Bailey said with thinly veiled sarcasm.",negative
228,Pain and nausea swept over him in waves that left him hot and sticky and weak at the knees.,negative
231,As long as you don't die with bells on your ankles.,other
232,"Suddenly Water Gypsy' s hitherto charming interior seemed claustrophobic, and she decided a brisk walk along the towpath might blow away the cobwebs and the fit of blues that bedevilled her",negative
233,"Chill out, Tal.",negative
234,But I'm in my element then aren't I?,positive
235,Feast your eyes on this little dazzler a gem in a million.,positive
236,"Listen to the way he sings the phase ' Footloose And Fancy Free',",other
237,The Jamboree was in full swing.,positive
238,"Because you know they came up, they were full of the joys of spring, looking around, chatting to their friends.",positive
239,"Both of them were breathing hard, such a hurry and scramble of lips, hands, such a heat inside and between them, he stuffed one small breast into his mouth and then the other, giving her the same churn of astonished guilty pleasure as when she lay on her bed in the afternoons and read the forbidden books she smuggled home from the library.",positive
240,Ooh well they used to well they didn't used to sing a lot of songs but er they used to do a lot of you know playing about and perhaps and then they'd perhaps have a ball.,positive
241,But you can be sure that you'll have the time of your life.,positive
242,And mummy will have a whale of a time.,positive
243,It's only when you let your hair down that others can see the real person hiding under the hat.,other
244,Are you always the life and soul of the party?,positive
247,"By the time they were ready to leave she was having to use every ounce of effort to convince Andr that no, she didn't want to paint the town red, or any other colour, for that matter, and no, she didn't want to have any candlelit dinners with him.",negative
248,"So you told her you were sick and now you're going to sneak out, hoping that you'll be back before the party is over.",other
249,No. He was only pulling your leg.,positive
250,"Come off it, pull the other one.",negative
251,No punch line.,other
253,"He is not a flamboyant man, nor is he much of a social butterfly except by comparison with the rest of his senior colleagues who tend to keep to their own counsel and lives in Barnes.",other
255,"Now take it easy, don't get panicky.",positive
256,It is not clear where Sir Trevor learned to tickle the ivories.,other
258,"After that, the world is your oyster, as they say.",positive
259,"For the past five days now she had been living somewhere on cloud nine, and had decided that she might just as well set up home there, as it was such a wonderful place to be.",positive
260,"Cry my eyes out, make an absolute wally of myself and now you tell me he was a Repo Man.",negative
262,"so, he said that she's feeling a bit down in the dumps and quite moody.",negative
263,"That erm, made me laugh because he said to his secretary, erm, you know, I I honestly don't think your time is she is so down in the mouth.",other
265,"To pretend as the sister said, that because she and another sister share lesbian sexuality, that that is the only thing, I think is living in a fools paradise.",negative
267,Mr Crangle was grinning from ear to ear.,positive
268,"They're going to have to come out of the forests,' he replied, with a grin like a Cheshire cat.",positive
271,He seemed as happy as Larry trailing round the greasy dustbins of Bristol till nuclear war broke out or the police nabbed him for pilfering a used Tesco bag.,positive
272,I wish I could happy go lucky like that.,negative
273,"The voice sings along with the song, then turns into a hum. Your heart sinks. You were hoping he was alone in the house.",negative
274,"Female speaker I jump for joy... but until I hear from the Foreign Office or from Martin, I won't believe it.",positive
276,I suppose that comments like that are music to your ears?,positive
277,"Never look back, Gerry always said.",positive
278,"It's a little lad and I looked through a window, I could see Judith holding this baby but you had to walk round to get to her and I knew before you'd got there and you were all over the moon about this little baby and everything.",positive
279,"She was not quite sure what all of them were laughing about but there they were, rolling about with mirth, and Herbert Fraser looking as pleased as Punch.",positive
280,"Everybody else was in raptures. And I thought, oh not Norma.",other
281,"So, though there are no stars in your eyes, you consider yourself beyond temptation?'",other
282,"Constance was in seventh heaven, the dresses, the hats, the model girls, everything appeared perfect to her.",positive
284,Oh Tilly was thrilled to bits with that little that little plastic thing.,positive
285,"I'm tickled pink. If I wasn't, I wouldn't have kept quiet about you and him, would I?",positive
286,"These are things you can't afford to lose, not at this time of your life.",negative
287,"Erm since we've got together we, we are on top of the world.",positive
288,"You feel, at the end of the treatment you feel as if you're walking on air.",positive
291,I will go bananas.,negative
292,We have gone from being the bread basket of Central America to being its basket case.,negative
293,Some philosophers know a lot about bells and think that everyone who hears ringing noises in their ears must have bats in the belfry.,other
295,It was your harebrained idea.,negative
298,"Oh, just thinking, I'm not all there.",negative
300,It may very well be that I'm not playing with a full deck.,negative
301,If you think about it long enough you'll go nuts.,negative
302,You're off your rocker.,negative
304,I swear you have a screw loose.,negative
305,I must have gone stark raving mad.,negative
306,"I'm gonna get stir crazy not being able to play badminton I know, and I score, it's gonna drive me crazy.",negative
310,"It may well be necessary to botch up repairs using hurdles, bedsteads, corrugated iron sheets, scraps of wire netting, and baler twine.",other
312,"It is now time, however, that I eat my words.",other
313,Freudian slip there.,other
317,"Come clean Steve, swallow your pride.",negative
319,"It was involved with your trial and error and practice, but it was certainly involved with Vicky and that is watching, or learning from okay.",other
320,"This picture of Dreadnought was so wide of the mark that Willis found it better to say nothing, simply making a gesture which had something in common with a petty officer's salute.",other
322,Servants bow and scrape.,negative
323,"Yes, the done thing for driving horses to canter or gallop on the road, they never ever should.",negative
324,"They didn't switch off when he played bloody hell with' em, excuse my French er President, but this is how it went, he couldn't give a damn about you bloody lot, he kept the television on, it just showed his frustration.",negative
325,"Of course, en suite has long been de rigueur, if you'll pardon my French, in hotels nationwide.",negative
326,Perhaps next time you'll inform me first before you gatecrash my party and throw yourself into the fountain.,negative
327,So watch your language.,negative
329,"Don't overstep the mark too far, Mr Calder.",negative
330,Did I speak out of turn?,negative
331,"Come on now, Malachi, don't stand on ceremony here at home.",negative
334,"So they find your particular weakness, your Achilles heel and they'd go for that.",negative
335,The government takes the view that President Clinton was simply addressing domestic critics of his foreign policy and that his complaints shouldn't set the alarm bells ringing.,other
336,Or an electric fire then you would be asking for trouble because you'd be trying to draw out.,negative
337,Someone came out of The Two Pheasants and latched the door back to the wall hospitably.,positive
338,At which point she unlocked her ball and chain.,positive
339,They are the bane of my life.,negative
341,The fuel gauge had gone on the blink shortly after the start.,other
343,"Anyway, it's a bit of a can of worms that to be quite honest",negative
344,In the Army someone has to carry the can.,negative
345,They're in a Catch 22 situation.,negative
346,There's always a chill wind blowing off that river.,negative
347,The only cloud on the horizon was a boy called Dennis Dawson.,other
348,That needn't of come to a head like that really.,negative
349,"Tomorrow, I promise, come hell or high water.",positive
350,It'll come out in the wash I guess.,positive
351,"She was a kind of Stakhanovite worker in the field of female suffering, setting new targets for pain, finding each week some new emotional cross to bear.",negative
352,We'll cross that bridge when we come to it.,other
353,"Ah, that is the crux of the matter, is it not?",other
358,It's alright but you get to the bottom of those stairs and sometimes feel lost.,other
359,"It's an embarrassing thing for a fault-tolerant vendor to have to say, but a bug in Guardian for the Tandem Computers Inc NonStop CLX machines caused them to reset their clocks to December 1,1983 on November 1, causing systems with time-dependent programs to go haywire.",negative
362,"When the going gets tough, it's these people who react best.",positive
363,But sometimes you grasp at straws.,negative
365,Cambridge were left high and dry for a time this afternoon as Oxford followed in the footsteps of many a champion.,other
366,She was in dire straits.,negative
367,I don't want to leave him in the lurch,negative
370,"Yeah, very much a last resort and it's usually, erm as a result of ill treatment.",negative
372,"In fact, you're a girl who's going places -- once you've untied yourself from this man who's been like a millstone around your neck for the last four years.",other
373,"Get that tray along to the study, or there'll be murder to pay.",negative
374,"They viewed such methods as a necessary evil, unavoidable yet somehow beneath their dignity.",negative
377,"The Economist circulation is now five hundred and twenty five thousand each week, and although their er year is out of sync with ours, I expect the profits for the year to be at or near record levels once again.",positive
379,He did his best to paper over the cracks.,positive
380,I think that everyone seems to pass the buck.,negative
381,"If you are in a pickle, don't worry about it, because you can always phone Di up.",positive
382,"Yeah, if at the end of the day it's a quick fix then.",positive
383,"The Bookman put on a brave face and smiled, but Endill knew there was nothing to smile about.",negative
384,But we are saved by the bell.,positive
385,"Trained as they were, the psychiatrists on the screening tests had failed to scratch the surface of her most secret place.",negative
387,I put a spanner in the works of one of the companies that later merged to form Spinward.,negative
388,"You spell trouble, and I want you out of the way.",negative
389,"The cost of redeveloping a dilapidated shopping arcade into flats could spiral out of control, a councillor has warned.",negative
390,"If he wasn't there then I would say that you you'd be on a sticky wicket, because most terms of employment say that if you er have a driving licence and you lose it then your employment will automatically finish.",negative
391,But why stir up a hornet 's nest by accusing Erdle when murder hasn't been mentioned?,negative
392,"The game desperately needs a strong Leeds but if they don't stop the rot soon they can say goodbye to a top eight place, let alone the top.",negative
393,"And that we don't want to put up anything that'll be a stumbling block, to people coming.",positive
394,So you take the bull by the horns or you don't.,other
395,So we now take the easy way out by using gas which we carry with us.,other
396,"She paused for a moment to watch Rose, who by now resembled a tar baby stuck all over with dirty wool.",other
397,The Governor admits there have been teething problems which need sorting out.,negative
398,Mr Ridley would not be drawn on the thorny issue of rail privatisation other then to say that investment was urgently needed in Britain.,other
399,Labour would throw money at industry.,other
401,"The submersible rose higher in the dock, the overflowing sea rushing like a tide over their boots.",other
402,Eight extra bullets in a tight spot could mean the difference between life and death.,other
403,Presumably that's just the tip of the iceberg.,negative
406,She had to admit that he would almost certainly not see the situation as an unmitigated disaster.,negative
407,"But, somehow, he sensed that that would be an uphill battle.",negative
408,"Well they can finally expel you but it's a vicious circle, I mean it goes on and on and on.",negative
411,"He got back here late this morning, saying the swap had gone without a hitch and clutching the photograph of Sam we'd been promised.",positive
414,"We do have to take a leaf, a little bit out of Kenzie's book from the n-- the late nineteen thirties and afterwards, that when things are receding, you don't batten down the hatches, you don't simply close things in.",positive
415,He just took a calculated risk on the spur of the moment.,positive
416,He decided to throw caution to the wind before Selwyn came over for his tea.,other
417,"Close shave, that one.",other
418,"Yeah, Geoff. Tell him the coast is clear.",positive
419,"Treasurers suffer the erm, the occupational hazard that they always, to some extent, have to cry wolf.",other
420,Hoomey's teeth were chattering after his dice with death.,negative
421,"There is a legal case pending, and it is a very, very dicey situation.",negative
422,"And with marks to prove it, that er just sort of one false move and my job with life was over.",negative
423,The whole area seemed fraught with danger.,negative
424,You escaped death by a hair 's breadth.,positive
426,Obey them to the letter and you will be well rewarded -- any bungling or playing the fool and I doubt you'll live to tell the tale,negative
427,Don't you never look before you leap?,negative
428,It's a no go area.,negative
429,"To keep the rod upright, out of harm 's way when not in use.",other
430,"In a recent episode of a Music Television cartoon called Beavis and Butthead, the characters play with fire.",other
431,It is not in your nature to put your head on the block; so much I do know.,other
432,"And would the swans find shelter from the storm, or ride it out like three-masted sailing ships?",other
433,Phil Angell asked him what does it take to risk life and limb.,negative
434,Och he knows you're in safe hands like when you come round here.,positive
435,Just to be on the safe side.,positive
436,Safety in numbers.,positive
437,"You really do like to sail close to the wind, don't you?",other
438,Don't use your brother's name to save your neck.,negative
439,A business worth three billion pounds a year is at stake.,negative
440,"If the bombing starts, take cover in the basement.",negative
442,Better watch your step next time you drink whisky.,negative
444,I reckon the teacher fell asleep at the wheel.,negative
446,I could do with forty winks right now and Otley would never miss me.,negative
447,"Come on old girl, up the golden stairs, let's hit the hay.",positive
448,"I suppose it came into my room for a few minutes to see a book I'd been telling him about, then he left and I hit the sack.",other
449,"If this were a simple and one-way movement, the answer would lie in ensuring that the record of achievement is up to date and intelligible.",other
450,"Oh I was out like a light, but on the  I don't think you'd bloody wake me if I had one now.",negative
451,By the time he arrived at Amanda's he was ready to drop.,negative
452,"And the, the swaying of the ship and I used to sleep like a log.",positive
453,And then sleep on it.,positive
454,I can not sleep a wink now.,negative
456,"Like the Carters', the Parsons' marriage was in turn-around, only there it was Dennis who was the sleeping partner.",negative
459,"Given that the main impetus behind EMU is the desire of the French to get a seat on the Bundesbank, and given the fact that the Germans hold all the aces, this is hardly surprising.",other
460,"She ended a bedraggled also-ran, trailing in ninth.",negative
461,But if you blow the whole lot on celebrating you will be back to square one.,negative
462,"No, I've looked in the bag.",other
463,The tree was destroyed before it could bear fruit.,negative
464,"If the police went charging up a blind alley as a result of her information, it wouldn't be her fault.",negative
465,Its reputation rests on classy programmes often made as international co-productions like David Attenborough's blockbuster natural history series.,positive
467,"Then came the Gulf war and, as Harry Coe recalls, the bottom fell out of the market.",negative
468,Can Desert Orchid the champion bring the house down and win.,positive
470,Never get anything done in this life if you don't chance your arm.,other
471,"Anne Dawson, had your chips?",other
473,"If I come to grief, Hilary, then so will you.",negative
474,Sure an' they must be pleased seein' the geddle come up in the world like she has.,positive
476,"This will include male 40, 45 and 50 plus events plus male and female categories, with the first three finishers to count. With 400 to the first man home and 300 to the first lady and considerable training grants throughout, Lisburn looks sure to turn up trumps once again.",positive
478,Today's sticker is from the French Grand Prix he won to get back on course for the title with his sixth superb victory.,positive
479,He says that he managed to stay on the crest of the wave.,positive
480,The first principle of success in any walk of life is to know when to cut your losses.,other
481,You cut your own throat already when you wrote the script for Connie's disappearance.,negative
482,"He tell me that it is a dead cert, we can make an absolute killing by taking a percentage of the profits.",positive
483,They think I'm a dead duck but it's not been a time you could write off.,positive
484,"As far as I'm concerned, community care's dead in the water.",negative
485,"When he stands alone in such a place confronted by several police officers, usually some of high rank, the dice are loaded against him, especially as he knows there is no one to corroborate him as to what exactly occurred during the interrogation, how it was conducted and how long it lasted",negative
487,"It was all downhill to the causeway, and the turf was smooth.",other
488,But I draw a blank with hazelnuts.,other
491,I'm gon na fall flat on my bum.,negative
492,McLeish smiled to himself at the swift fall from grace in the postscript.,negative
494,It might be a good one and if you could get an appointment as their vet it would be another feather in your cap,positive
495,"While all her instincts balked against becoming too enmeshed with Vitor, she seemed destined to fight a losing battle.",negative
497,Yeah but it's a flash in the pan.,negative
499,It was a test that the Three-Ninetieth passed with flying colours destroying thirteen enemy aircraft and achieving excellent bombing results.,positive
500,Another local team off to a flying start are Gloucester Rugby club.,positive
501,This is a fool 's errand.,negative
502,You know I don't like him having a foot in the door here.,negative
503,If they can get a foothold in Europe they will have the chance to be bigger and better.,positive
504,Aunt May is only the front runner.,positive
505,But you haven't to let either of them get the better of you.,other
506,If the money was ploughed back into dog racing  tracks could improve amenities and strengthen security which would encourage more people to go to the dogs.,other
509,"Erm, should the house go up in smoke, Theresa across the road run to her.",other
510,"Because your dad's a manager, he's got it made.",other
512,The great creature fell on its knees in the snow.,other
513,For months the polls have been predicting an unprecedented landslide victory for the Right in next month's general election.,other
514,Halliwell said that these sexual experiments can only lead to a dead end.,negative
515,Whereas before we were going up in leaps and bounds.,other
517,"I reluctantly withdraw this motion, but I will say this, we live to fight another day.",other
518,Joe and I mean I come a long way,positive
519,If you find yourself at a low ebb this weekend don't worry.,positive
520,The station which persuaded him to make a comeback says it can't believe its luck.,positive
521,Why did you make the cut worse?,negative
522,They therefore faced no option other than to make a go of the business.,positive
523,It was a bit like the rowing boat trying to make headway against the flow of the river near the weir.,negative
524,"We know that as soon as we try and make inroads into that it, it would absolutely mushroom.",negative
525,He says he's really going to make a killing.,positive
526,"Right, they're the make or break areas which comprise your job.",other
527,Only adults make a pig 's ear of it when they first start fishing as adults.,negative
528,"Multiples such as W.H. Smith will certainly not miss the boat but the more traditional, book-focused groups may not even know there is a boat.",other
529,"Is this the moment of truth, he wrote, or the greatest temptation?",other
531,Erm you probably all know Murphy 's law that what can go wrong will go wrong.,negative
532,I'm not getting anywhere my legs aren't long enough,negative
533,You say nothing succeeds like success and number seventeen is success and how do you spell success.,positive
535,He married someone else in 1860 and drops out of the picture.,negative
536,"Most athletes win honestly, but some will do anything to finish ahead of the pack, even using illegal drugs.",negative
537,He says well if you want to pack it in love.,negative
538,"Critically surveying her reflection, she told herself she would pass muster.",positive
540,Britain's solar powered car takes its place in the sun.,positive
541,"She was under the impression that Charles had put the kibosh on any exclusive agreement with Barton, and most certainly nothing had been said about it.",negative
542,I hope with all my heart that you find it a pyrrhic victory.,positive
543,Anything to do with rags to riches is sure of a welcome if brightly done.,positive
544,"You see, as long as things were happening their faith was riding high.",positive
545,I said yes I can rise to the occasion as well.,positive
546,For sheer cleverness she could run rings around them all.,other
547,Some women certainly will sail through menopause with never a hot flush and no problems at all.,other
548,"And if Emily had expected Craig to ride in on a white charger and save the day, she had been doomed to disappointment.",negative
549,"Here you are, sink or swim in you'd go into the water.",other
550,The sky 's the limit.,positive
551,"Skinflint Ebeneza is played by showbiz legened Anthony Newely, who starred in several smash hit musicals including Stop the World I Want to Get Off.",other
554,"Maybe she is alive, said Wexford, more from a mischievous desire to throw a spanner in the works than from conviction.",negative
555,Tommy Boyle told me not to throw in the towel,positive
556,"Well I know, but he didn't have top dog meat since he's been here.",negative
557,"And anything that's not on the up and up is, well I think it's detrimental to a mans life.",negative
558,"James after the home leg, said we will have to weather the storm.",negative
559,Yet work organizations depend on shared power in win-win cooperative effort.,other
560,Eventually the Committee was to wither on the vine.,negative
561,Have you got a wooden spoon there?,other
564,"Now, was this forty thousand pounds a bolt from the blue or did you know it was coming to you?",positive
565,"It was my 85th birthday recently and out of the blue, a letter arrived from my daughter containing tickets for a four-day trip to Paris.",positive
567,"He had to do a double take, bumping into a filing cabinet.",negative
570,Everyone looked round and Biff's jaw dropped.,negative
571,She almost jumped out of her skin when she saw it.,negative
572,"It's Lil, power-dressed to knock your socks off, with all eyes blazing.",positive
574,And lo and behold there isn't.,other
575,"The North Tees hospital trust will be a nine-day wonder, Labour's health spokesman Robin Cook said yesterday.",negative
576,"But for many, stories about one night-stands are more inclined to raise eyebrows than get them giggling.",negative
577,We all tend to put our hands in our pockets and stand rooted to the spot and all the rest of it but there are ways of overcoming it.,positive
578,Wesley Smith Seeing is believing the videophone which takes the blind out of date.,other
579,Alyssia stopped dead in her tracks.,negative
580,Charles was struck dumb trying to fathom what the man might possibly mean.,negative
581,"While it has been suggested that the IDA was taken unaware by the problems Raybestos encountered, its handling of the company was discreet in the extreme.",negative
583,I say wonders will never cease I have just written a receipt  and I have put it in her envelope.,positive
584,"To get off a train with a total stranger, I really can not, well, words fail me.",negative
588,"Plod could herd them all together into a group, march them to and from their destinations, depriving them along the way of all alcohol  and beat the living daylights out of any who still insisted on stepping out of line.",negative
589,"Lapointe and the other Frenchman come to blows after the accident, or what?",negative
590,"Well you can guarantee they're gon na fight tooth and nail over this job creation scheme, to stop it.",negative
592,I think they feared that we wouldn't at that stage we'd be opening up free for all of the kind which we've obviously been seeking to avoid thus far.,negative
593,"Now though, the gloves are off.",negative
595,The more likely reason for this move is a tit for tat reaction.,negative
596,"What do they say, they're up in arms?",negative
597,"Well, I think cause suffering whatever it happens, but, surely why, I mean the elderly had to suffer through the wars so why should they have to suffer again now?",negative
598,"I've got my shoulder, my stomach er, I'm in the wars today.",negative
